Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Belum Menikah,Over 23 years old,1,Nursing,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Tentara,100,Tidak,Tidak,Tidak,Iya,Laki-laki,Tidak,24,Tidak,0,7,18,0,0,0,0,7,7,0,0,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,133,Brazilian,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,105,Iya,Tidak,Tidak,Tidak,Perempuan,Tidak,21,Iya,0,6,6,6,14,0,0,6,6,6,13,0,8,1,3,Graduate
Belum Menikah,International student (bachelor),1,Equinculture,Daytime,Secondary education,133,Brazilian,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,100,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,26,Iya,0,6,7,2,12,1,0,6,6,0,0,0,8,1,3,Dropout
Sudah Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,114,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,44,Tidak,2,8,11,8,11,0,0,6,7,6,12,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,135,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Layanan dan Jasa,Layanan dan Jasa,124,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,13,0,0,6,6,6,13,0,8,1,3,Graduate
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,120,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,7,7,13,0,0,8,9,8,14,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,4,Nursing,Daytime,Secondary education,115,Portuguese,Higher Education - Degree,Higher Education - Degree,Spesialis Pendidikan,Spesialis Pendidikan,111,Iya,Tidak,Iya,Tidak,Perempuan,Tidak,19,Tidak,0,7,10,4,11,0,0,7,7,0,0,0,13,0,0,Dropout
Belum Menikah,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,128,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,7,10,12,8,12,0,4,9,14,5,13,0,8,1,3,Dropout
Belum Menikah,1st phase - general contingent,4,Animation and Multimedia Design,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Tentara,110,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Graduate
Sudah Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Layanan dan Jasa,113,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,36,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,9,0,-3,Dropout
Belum Menikah,3rd phase - general contingent,1,Basic Education,Daytime,Secondary education,123,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,11,0,2,Dropout
Belum Menikah,Change of institution/course,1,Communication Design,Daytime,Secondary education,130,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Spesialis Pendidikan,Spesialis IT/Teknisi,122,Tidak,Tidak,Iya,Iya,Perempuan,Tidak,20,Tidak,4,10,12,10,13,0,5,11,11,11,12,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,2,Social Service,Daytime,Secondary education,122,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,118,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,0,0,0,0,0,6,0,0,0,0,16,0,0,Dropout
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,106,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,15,4,14,0,0,6,17,4,13,0,15,2,-4,Dropout
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,111,Portuguese,Higher Education - Degree,Higher Education - Master's,Manajemen/Administrasi,Spesialis IT/Teknisi,108,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,2,7,9,6,13,0,0,7,10,5,12,0,12,0,1,Dropout
Belum Menikah,1st phase - general contingent,1,Social Service,Daytime,Secondary education,142,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Konstruksi/Transportasi,136,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,8,6,13,0,0,6,6,6,15,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,139,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,6,5,13,0,0,5,5,5,12,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,157,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,12,0,0,6,7,6,12,0,10,1,1,Graduate
Belum Menikah,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary education,140,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,137,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,12,5,13,2,0,5,6,5,11,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Layanan dan Jasa,121,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,5,5,12,0,0,5,5,5,14,0,11,0,2,Graduate
Belum Menikah,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,131,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,12,3,11,0,0,6,12,2,11,0,9,0,-3,Dropout
Belum Menikah,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,137,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis Pendidikan,Belum/Tidak Bekerja,122,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,131,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,127,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,5,5,5,12,0,0,5,5,5,14,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,121,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,15,6,14,0,0,6,13,6,12,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,6,Oral Hygiene,Daytime,Secondary education,122,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,12,5,12,0,0,7,0,0,0,0,13,0,0,Dropout
Belum Menikah,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,160,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,160,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,1,6,7,6,14,0,1,6,17,5,13,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,131,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Technological Specialization Course,Layanan dan Jasa,Spesialis IT/Teknisi,122,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,13,0,0,6,6,6,13,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,132,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Belum/Tidak Bekerja,128,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,7,13,0,0,8,9,8,15,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,3,Nursing,Daytime,Secondary education,138,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Spesialis IT/Teknisi,124,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,9,7,13,0,0,8,9,7,13,0,13,0,0,Dropout
Belum Menikah,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,130,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,123,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,6,6,12,0,0,6,6,6,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,4,Management,Daytime,Secondary education,126,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,120,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,7,5,12,0,0,5,5,5,14,0,8,1,3,Graduate
Belum Menikah,2nd phase - general contingent,6,Nursing,Daytime,Secondary education,148,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis IT/Teknisi,Spesialis IT/Teknisi,131,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,8,5,14,0,0,7,7,0,0,0,13,0,0,Dropout
Belum Menikah,Change of course,1,Social Service,Daytime,Secondary education,130,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,133,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,5,9,15,9,11,0,2,7,8,7,11,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,117,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Spesialis IT/Teknisi,Belum/Tidak Bekerja,109,Tidak,Tidak,Iya,Tidak,Perempuan,Iya,19,Tidak,0,6,7,5,12,0,0,6,9,4,12,0,12,0,1,Dropout
Belum Menikah,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,120,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Layanan dan Jasa,113,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,5,7,4,12,0,0,5,5,4,11,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,153,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Layanan dan Jasa,157,Tidak,Tidak,Iya,Iya,Perempuan,Iya,18,Tidak,0,6,6,6,14,0,0,6,6,6,14,0,8,1,3,Graduate
Belum Menikah,3rd phase - general contingent,1,Nursing,Daytime,Secondary education,178,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Spesialis IT/Teknisi,174,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,8,7,17,0,0,8,8,8,17,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,5,Nursing,Daytime,Secondary education,129,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,128,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,6,Journalism and Communication,Daytime,Secondary education,116,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Manajemen/Administrasi,110,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,8,6,12,0,0,6,10,5,12,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,3,Social Service,Daytime,Secondary education,135,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Belum/Tidak Bekerja,Tentara,121,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,7,6,11,0,0,6,6,6,11,0,12,0,1,Graduate
Belum Menikah,1st phase - general contingent,3,Nursing,Daytime,Secondary education,141,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,131,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,7,10,7,13,0,0,8,11,8,12,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,5,Basic Education,Daytime,Secondary education,132,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Layanan dan Jasa,Petani/Perikanan/Kehutanan,119,Iya,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,10,5,12,0,0,6,9,5,10,0,9,0,-3,Graduate
Belum Menikah,1st phase - general contingent,4,Tourism,Daytime,Secondary education,132,Portuguese,Other - 11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,124,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,10,0,0,0,0,5,10,0,0,0,7,2,0,Dropout
Belum Menikah,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,113,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Tentara,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,8,5,11,0,0,6,12,3,11,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,134,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Spesialis Pendidikan,Tentara,128,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,5,10,5,13,0,0,5,9,5,14,0,13,0,0,Graduate
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,136,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,131,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,20,Tidak,0,7,8,6,13,0,0,8,9,7,14,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,129,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Manajemen/Administrasi,Konstruksi/Transportasi,123,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,6,5,12,0,0,5,6,5,13,0,7,2,0,Graduate
Belum Menikah,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,137,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,132,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,6,7,6,13,0,0,6,8,5,11,0,7,2,0,Graduate
Belum Menikah,Change of course,1,Basic Education,Daytime,Secondary education,115,Portuguese,Higher Education - Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis Pendidikan,Layanan dan Jasa,108,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,10,3,12,0,0,6,12,3,10,0,9,0,-3,Dropout
Belum Menikah,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,129,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Petani/Perikanan/Kehutanan,Petani/Perikanan/Kehutanan,138,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,8,6,12,0,0,6,10,4,11,0,7,2,0,Dropout
Belum Menikah,1st phase - general contingent,1,Management,Daytime,Secondary education,131,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,126,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,5,5,5,10,0,0,5,5,5,11,0,12,0,1,Graduate
Belum Menikah,2nd phase - general contingent,2,Social Service,Daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Belum/Tidak Bekerja,127,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,6,8,6,12,0,0,6,7,6,11,0,12,3,-1,Graduate
Belum Menikah,1st phase - general contingent,3,Social Service,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Belum/Tidak Bekerja,Tentara,123,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,6,10,4,11,0,0,6,9,6,11,0,9,0,-3,Graduate
Belum Menikah,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Petani/Perikanan/Kehutanan,Spesialis IT/Teknisi,122,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,24,Tidak,0,6,11,5,11,0,0,6,9,5,12,0,11,0,2,Graduate
Belum Menikah,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Manajemen/Administrasi,Direktur/Manager,118,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,6,6,13,0,0,6,9,6,13,0,10,1,1,Dropout
Belum Menikah,1st phase - general contingent,1,Nursing,Daytime,Secondary education,127,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Belum/Tidak Bekerja,Konstruksi/Transportasi,123,Iya,Tidak,Tidak,Iya,Perempuan,Iya,18,Tidak,0,7,9,7,12,0,0,8,12,7,12,0,15,2,-4,Graduate
Belum Menikah,1st phase - general contingent,2,Nursing,Daytime,Secondary education,134,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Belum/Tidak Bekerja,Belum/Tidak Bekerja,125,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,18,Tidak,0,7,8,7,14,0,0,8,8,8,15,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,5,Basic Education,Daytime,Secondary education,132,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Manajemen/Administrasi,Manajemen/Administrasi,123,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,13,4,11,0,0,6,10,3,11,0,10,1,1,Dropout
Belum Menikah,2nd phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,124,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Layanan dan Jasa,Manajemen/Administrasi,124,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,5,5,5,14,0,0,5,5,5,14,0,7,2,0,Graduate
Belum Menikah,2nd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Konstruksi/Transportasi,Konstruksi/Transportasi,126,Tidak,Tidak,Tidak,Iya,Perempuan,Iya,19,Tidak,0,6,6,6,12,0,0,6,7,6,13,0,15,2,-4,Graduate
Belum Menikah,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Konstruksi/Transportasi,Spesialis IT/Teknisi,121,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,19,Tidak,0,6,10,5,11,0,0,6,12,4,11,0,13,0,0,Graduate
Belum Menikah,Over 23 years old,1,Nursing,Daytime,Higher education - degree,130,Portuguese,Higher Education - Bachelor's Degree,Higher Education - Bachelor's Degree,Direktur/Manager,Direktur/Manager,130,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,29,Tidak,1,8,8,7,14,0,1,8,8,7,14,0,12,3,-1,Graduate
Belum Menikah,Change of course,1,Social Service,Daytime,Secondary education,125,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Manajemen/Administrasi,Spesialis IT/Teknisi,117,Iya,Tidak,Tidak,Iya,Perempuan,Tidak,21,Tidak,0,6,13,3,12,0,0,6,12,2,11,0,16,0,0,Dropout
Belum Menikah,2nd phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,133,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Spesialis IT/Teknisi,Tentara,108,Tidak,Tidak,Tidak,Iya,Perempuan,Tidak,20,Tidak,0,7,8,7,12,0,0,8,8,8,13,0,15,2,-4,Graduate
